Матрица D1:
-4	0	0	0	0	0	0	0	0	0	
0	-1	0	0	0	0	0	0	0	0	
0	0	4	0	0	0	0	0	0	0	
0	0	0	-3	0	0	0	0	0	0	
0	0	0	0	6	0	0	0	0	0	
0	0	0	0	0	-4	0	0	0	0	
0	0	0	0	0	0	-3	0	0	0	
0	0	0	0	0	0	0	-4	0	0	
0	0	0	0	0	0	0	0	-4	0	
0	0	0	0	0	0	0	0	0	10	

Матрица D2:
-2	0	0	0	0	0	0	0	0	0	
0	-10	0	0	0	0	0	0	0	0	
0	0	-8	0	0	0	0	0	0	0	
0	0	0	-10	0	0	0	0	0	0	
0	0	0	0	3	0	0	0	0	0	
0	0	0	0	0	3	0	0	0	0	
0	0	0	0	0	0	4	0	0	0	
0	0	0	0	0	0	0	-7	0	0	
0	0	0	0	0	0	0	0	4	0	
0	0	0	0	0	0	0	0	0	-6	

Матрица C_diag = D1 * D2:
8	0	0	0	0	0	0	0	0	0	
0	10	0	0	0	0	0	0	0	0	
0	0	-32	0	0	0	0	0	0	0	
0	0	0	30	0	0	0	0	0	0	
0	0	0	0	18	0	0	0	0	0	
0	0	0	0	0	-12	0	0	0	0	
0	0	0	0	0	0	-12	0	0	0	
0	0	0	0	0	0	0	28	0	0	
0	0	0	0	0	0	0	0	-16	0	
0	0	0	0	0	0	0	0	0	-60	

Матрица D_diag = D1 почленное умножение D2:
8	0	0	0	0	0	0	0	0	0	
0	10	0	0	0	0	0	0	0	0	
0	0	-32	0	0	0	0	0	0	0	
0	0	0	30	0	0	0	0	0	0	
0	0	0	0	18	0	0	0	0	0	
0	0	0	0	0	-12	0	0	0	0	
0	0	0	0	0	0	-12	0	0	0	
0	0	0	0	0	0	0	28	0	0	
0	0	0	0	0	0	0	0	-16	0	
0	0	0	0	0	0	0	0	0	-60	

Матрица E_diag = транспонированная(D1):
-4	0	0	0	0	0	0	0	0	0	
0	-1	0	0	0	0	0	0	0	0	
0	0	4	0	0	0	0	0	0	0	
0	0	0	-3	0	0	0	0	0	0	
0	0	0	0	6	0	0	0	0	0	
0	0	0	0	0	-4	0	0	0	0	
0	0	0	0	0	0	-3	0	0	0	
0	0	0	0	0	0	0	-4	0	0	
0	0	0	0	0	0	0	0	-4	0	
0	0	0	0	0	0	0	0	0	10	

Матрица F_diag = D1 elemMult D2 (замена elemDiv для целых чисел):
8	0	0	0	0	0	0	0	0	0	
0	10	0	0	0	0	0	0	0	0	
0	0	-32	0	0	0	0	0	0	0	
0	0	0	30	0	0	0	0	0	0	
0	0	0	0	18	0	0	0	0	0	
0	0	0	0	0	-12	0	0	0	0	
0	0	0	0	0	0	-12	0	0	0	
0	0	0	0	0	0	0	28	0	0	
0	0	0	0	0	0	0	0	-16	0	
0	0	0	0	0	0	0	0	0	-60	

Матрица G_diag = D1 + D2:
-6	0	0	0	0	0	0	0	0	0	
0	-11	0	0	0	0	0	0	0	0	
0	0	-4	0	0	0	0	0	0	0	
0	0	0	-13	0	0	0	0	0	0	
0	0	0	0	9	0	0	0	0	0	
0	0	0	0	0	-1	0	0	0	0	
0	0	0	0	0	0	1	0	0	0	
0	0	0	0	0	0	0	-11	0	0	
0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	4	

Матрица H_diag = D1 - D2:
-2	0	0	0	0	0	0	0	0	0	
0	9	0	0	0	0	0	0	0	0	
0	0	12	0	0	0	0	0	0	0	
0	0	0	7	0	0	0	0	0	0	
0	0	0	0	3	0	0	0	0	0	
0	0	0	0	0	-7	0	0	0	0	
0	0	0	0	0	0	-7	0	0	0	
0	0	0	0	0	0	0	3	0	0	
0	0	0	0	0	0	0	0	-8	0	
0	0	0	0	0	0	0	0	0	16	
